superkingdom	assembly_level	genome_size
viral	Complete Genome	0.008662224
viral	Complete Genome	0.008666992
viral	Complete Genome	0.008666992
viral	Complete Genome	0.008667946
viral	Complete Genome	0.0086689
viral	Complete Genome	0.008669853
viral	Complete Genome	0.008670807
viral	Complete Genome	0.008671761
viral	Complete Genome	0.008671761
viral	Complete Genome	0.008675575
viral	Complete Genome	0.008675575
viral	Complete Genome	0.008677483
viral	Complete Genome	0.008677483
viral	Complete Genome	0.00867939
viral	Complete Genome	0.008683205
viral	Complete Genome	0.008684158
viral	Complete Genome	0.008687019
viral	Complete Genome	0.008687019
viral	Complete Genome	0.008687973
viral	Complete Genome	0.008688927
viral	Complete Genome	0.008692741
viral	Complete Genome	0.008692741
viral	Complete Genome	0.008692741
viral	Complete Genome	0.008694649
viral	Complete Genome	0.008694649
viral	Complete Genome	0.008702278
viral	Complete Genome	0.008703232
viral	Complete Genome	0.008704185
viral	Complete Genome	0.008706093
viral	Complete Genome	0.008706093
viral	Complete Genome	0.008708954
viral	Complete Genome	0.008709908
viral	Complete Genome	0.00871563
viral	Complete Genome	0.008716583
viral	Complete Genome	0.008720398
viral	Complete Genome	0.008725166
viral	Complete Genome	0.008734703
viral	Complete Genome	0.00873661
viral	Complete Genome	0.008738518
viral	Complete Genome	0.008740425
viral	Complete Genome	0.008741379
viral	Complete Genome	0.008741379
viral	Complete Genome	0.008741379
viral	Complete Genome	0.008743286
viral	Complete Genome	0.008748055
viral	Complete Genome	0.008749962
viral	Complete Genome	0.008750916
viral	Complete Genome	0.008750916
viral	Complete Genome	0.008750916
viral	Complete Genome	0.00875473
viral	Complete Genome	0.00875473
viral	Complete Genome	0.008755684
viral	Complete Genome	0.008758545
viral	Complete Genome	0.008760452
viral	Complete Genome	0.00876236
viral	Complete Genome	0.008764267
viral	Complete Genome	0.008769989
viral	Complete Genome	0.008771896
viral	Complete Genome	0.008773804
viral	Complete Genome	0.008773804
viral	Complete Genome	0.008775711
viral	Complete Genome	0.008777618
viral	Complete Genome	0.008779526
viral	Complete Genome	0.008785248
viral	Complete Genome	0.008788109
viral	Complete Genome	0.008789063
viral	Complete Genome	0.00879097
viral	Complete Genome	0.008795738
viral	Complete Genome	0.008795738
viral	Complete Genome	0.008799553
viral	Complete Genome	0.008803368
viral	Complete Genome	0.008803368
viral	Complete Genome	0.008805275
viral	Complete Genome	0.008806229
viral	Complete Genome	0.008807182
viral	Complete Genome	0.008808136
viral	Complete Genome	0.008824348
viral	Complete Genome	0.008828163
viral	Complete Genome	0.008828163
viral	Complete Genome	0.008840561
viral	Complete Genome	0.008843422
viral	Complete Genome	0.008856773
viral	Complete Genome	0.008856773
viral	Complete Genome	0.008858681
viral	Complete Genome	0.008861542
viral	Complete Genome	0.008869171
viral	Complete Genome	0.008871078
viral	Complete Genome	0.008875847
viral	Complete Genome	0.008876801
viral	Complete Genome	0.008882523
viral	Complete Genome	0.008883476
viral	Complete Genome	0.008887291
viral	Complete Genome	0.008889198
viral	Complete Genome	0.008889198
viral	Complete Genome	0.008893013
viral	Complete Genome	0.00889492
viral	Complete Genome	0.008897781
viral	Complete Genome	0.008899689
viral	Complete Genome	0.008903503
viral	Complete Genome	0.008903503
viral	Complete Genome	0.008903503
viral	Complete Genome	0.008904457
viral	Complete Genome	0.008911133
viral	Complete Genome	0.008912086
viral	Complete Genome	0.00891304
viral	Complete Genome	0.008914948
viral	Complete Genome	0.008916855
viral	Complete Genome	0.00892067
viral	Complete Genome	0.008924484
viral	Complete Genome	0.008925438
viral	Complete Genome	0.008927345
viral	Complete Genome	0.00893116
viral	Complete Genome	0.008934975
viral	Complete Genome	0.008940697
viral	Complete Genome	0.008944511
viral	Complete Genome	0.008945465
viral	Complete Genome	0.008946419
viral	Complete Genome	0.008947372
viral	Complete Genome	0.008948326
viral	Complete Genome	0.008955956
viral	Complete Genome	0.008955956
viral	Complete Genome	0.008956909
viral	Complete Genome	0.008957863
viral	Complete Genome	0.008958817
viral	Complete Genome	0.008960724
viral	Complete Genome	0.008965492
viral	Complete Genome	0.008968353
viral	Complete Genome	0.008969307
viral	Complete Genome	0.008971214
viral	Complete Genome	0.008974075
viral	Complete Genome	0.008975029
viral	Complete Genome	0.008975029
viral	Complete Genome	0.008978844
viral	Complete Genome	0.008979797
viral	Complete Genome	0.008981705
viral	Complete Genome	0.008981705
viral	Complete Genome	0.008981705
viral	Complete Genome	0.008983612
viral	Complete Genome	0.00898838
viral	Complete Genome	0.008989334
viral	Complete Genome	0.008990288
viral	Complete Genome	0.008990288
viral	Complete Genome	0.008993149
viral	Complete Genome	0.008993149
viral	Complete Genome	0.00899601
viral	Complete Genome	0.008997917
viral	Complete Genome	0.008999825
viral	Complete Genome	0.009000778
viral	Complete Genome	0.009000778
viral	Complete Genome	0.009000778
viral	Complete Genome	0.009002686
viral	Complete Genome	0.009003639
viral	Complete Genome	0.009004593
viral	Complete Genome	0.009008408
viral	Complete Genome	0.009010315
viral	Complete Genome	0.009011269
viral	Complete Genome	0.009012222
viral	Complete Genome	0.009013176
viral	Complete Genome	0.009016037
viral	Complete Genome	0.009016991
viral	Complete Genome	0.009019852
viral	Complete Genome	0.009020805
viral	Complete Genome	0.009026527
viral	Complete Genome	0.009028435
viral	Complete Genome	0.009031296
viral	Complete Genome	0.009031296
viral	Complete Genome	0.009033203
viral	Complete Genome	0.009038925
viral	Complete Genome	0.009038925
viral	Complete Genome	0.009046555
viral	Complete Genome	0.009049416
viral	Complete Genome	0.009049416
viral	Complete Genome	0.009049416
viral	Complete Genome	0.009050369
viral	Complete Genome	0.009051323
viral	Complete Genome	0.009057999
viral	Complete Genome	0.009057999
viral	Complete Genome	0.009058952
viral	Complete Genome	0.00906086
viral	Complete Genome	0.009069443
viral	Complete Genome	0.009075165
viral	Complete Genome	0.009077072
viral	Complete Genome	0.009077072
viral	Complete Genome	0.009077072
viral	Complete Genome	0.009077072
viral	Complete Genome	0.009082794
viral	Complete Genome	0.009083748
viral	Complete Genome	0.009084702
viral	Complete Genome	0.009087563
viral	Complete Genome	0.009090424
viral	Complete Genome	0.009095192
viral	Complete Genome	0.009097099
viral	Complete Genome	0.00909996
viral	Complete Genome	0.009100914
viral	Complete Genome	0.009101868
viral	Complete Genome	0.009103775
viral	Complete Genome	0.009106636
viral	Complete Genome	0.009111404
viral	Complete Genome	0.009112358
viral	Complete Genome	0.009113312
viral	Complete Genome	0.009114265
viral	Complete Genome	0.009115219
viral	Complete Genome	0.009116173
viral	Complete Genome	0.00911808
viral	Complete Genome	0.009120941
viral	Complete Genome	0.009123802
viral	Complete Genome	0.009132385
viral	Complete Genome	0.009134293
viral	Complete Genome	0.009140015
viral	Complete Genome	0.009140968
viral	Complete Genome	0.009143829
viral	Complete Genome	0.009149551
viral	Complete Genome	0.009149551
viral	Complete Genome	0.009149551
viral	Complete Genome	0.009150505
viral	Complete Genome	0.009151459
viral	Complete Genome	0.009151459
viral	Complete Genome	0.009152412
viral	Complete Genome	0.009153366
viral	Complete Genome	0.009159088
viral	Complete Genome	0.009161949
viral	Complete Genome	0.009161949
viral	Complete Genome	0.009162903
viral	Complete Genome	0.009163857
viral	Complete Genome	0.009171486
viral	Complete Genome	0.00917244
viral	Complete Genome	0.009174347
viral	Complete Genome	0.009175301
viral	Complete Genome	0.009176254
viral	Complete Genome	0.009176254
viral	Complete Genome	0.009185791
viral	Complete Genome	0.009185791
viral	Complete Genome	0.009186745
viral	Complete Genome	0.009186745
viral	Complete Genome	0.009191513
viral	Complete Genome	0.009192467
viral	Complete Genome	0.009200096
viral	Complete Genome	0.00920105
viral	Complete Genome	0.009202003
viral	Complete Genome	0.009203911
viral	Complete Genome	0.009205818
viral	Complete Genome	0.009207726
viral	Complete Genome	0.00921154
viral	Complete Genome	0.009213448
viral	Complete Genome	0.009214401
viral	Complete Genome	0.009221077
viral	Complete Genome	0.009221077
viral	Complete Genome	0.009223938
viral	Complete Genome	0.009223938
viral	Complete Genome	0.009224892
viral	Complete Genome	0.009224892
viral	Complete Genome	0.009228706
viral	Complete Genome	0.00922966
viral	Complete Genome	0.009233475
viral	Complete Genome	0.009235382
viral	Complete Genome	0.009236336
viral	Complete Genome	0.009242058
viral	Complete Genome	0.009242058
viral	Complete Genome	0.009243011
viral	Complete Genome	0.00924778
viral	Complete Genome	0.00924778
viral	Complete Genome	0.009249687
viral	Complete Genome	0.009252548
viral	Complete Genome	0.009252548
viral	Complete Genome	0.009256363
viral	Complete Genome	0.009256363
viral	Complete Genome	0.009257317
viral	Complete Genome	0.00925827
viral	Complete Genome	0.009266853
viral	Complete Genome	0.009267807
viral	Complete Genome	0.009268761
viral	Complete Genome	0.009268761
viral	Complete Genome	0.009269714
viral	Complete Genome	0.009271622
viral	Complete Genome	0.009274483
viral	Complete Genome	0.009274483
viral	Complete Genome	0.009278297
viral	Complete Genome	0.009279251
viral	Complete Genome	0.009280205
viral	Complete Genome	0.009280205
viral	Complete Genome	0.009282112
viral	Complete Genome	0.009284019
viral	Complete Genome	0.009284973
viral	Complete Genome	0.00928688
viral	Complete Genome	0.009287834
viral	Complete Genome	0.009287834
viral	Complete Genome	0.009291649
viral	Complete Genome	0.009291649
viral	Complete Genome	0.009292603
viral	Complete Genome	0.009293556
viral	Complete Genome	0.00929451
viral	Complete Genome	0.00929451
viral	Complete Genome	0.009296417
viral	Complete Genome	0.009296417
viral	Complete Genome	0.009300232
viral	Complete Genome	0.009300232
viral	Complete Genome	0.009300232
viral	Complete Genome	0.009302139
viral	Complete Genome	0.009304047
viral	Complete Genome	0.009305954
viral	Complete Genome	0.009308815
viral	Complete Genome	0.009308815
viral	Complete Genome	0.009310722
viral	Complete Genome	0.009310722
viral	Complete Genome	0.009311676
viral	Complete Genome	0.009314537
viral	Complete Genome	0.009315491
viral	Complete Genome	0.009315491
viral	Complete Genome	0.009317398
viral	Complete Genome	0.009320259
viral	Complete Genome	0.009321213
viral	Complete Genome	0.009325981
viral	Complete Genome	0.009326935
viral	Complete Genome	0.009326935
viral	Complete Genome	0.009327888
viral	Complete Genome	0.009327888
viral	Complete Genome	0.009328842
viral	Complete Genome	0.009333611
viral	Complete Genome	0.009334564
viral	Complete Genome	0.009336472
viral	Complete Genome	0.009336472
viral	Complete Genome	0.009337425
viral	Complete Genome	0.009338379
viral	Complete Genome	0.009338379
viral	Complete Genome	0.009339333
viral	Complete Genome	0.009339333
viral	Complete Genome	0.009340286
viral	Complete Genome	0.009340286
viral	Complete Genome	0.009342194
viral	Complete Genome	0.009345055
viral	Complete Genome	0.009345055
viral	Complete Genome	0.009345055
viral	Complete Genome	0.009346962
viral	Complete Genome	0.009348869
viral	Complete Genome	0.009350777
viral	Complete Genome	0.009352684
viral	Complete Genome	0.009354591
viral	Complete Genome	0.009354591
viral	Complete Genome	0.009355545
viral	Complete Genome	0.009357452
viral	Complete Genome	0.009357452
viral	Complete Genome	0.009358406
viral	Complete Genome	0.00935936
viral	Complete Genome	0.009360313
viral	Complete Genome	0.009360313
viral	Complete Genome	0.009361267
viral	Complete Genome	0.009361267
viral	Complete Genome	0.009361267
viral	Complete Genome	0.009362221
viral	Complete Genome	0.009367943
viral	Complete Genome	0.009368896
viral	Complete Genome	0.009370804
viral	Complete Genome	0.009378433
viral	Complete Genome	0.009379387
viral	Complete Genome	0.009379387
viral	Complete Genome	0.009380341
viral	Complete Genome	0.009381294
viral	Complete Genome	0.009383202
viral	Complete Genome	0.009383202
viral	Complete Genome	0.009384155
viral	Complete Genome	0.009387016
viral	Complete Genome	0.009387016
viral	Complete Genome	0.00938797
viral	Complete Genome	0.009391785
viral	Complete Genome	0.009391785
viral	Complete Genome	0.009394646
viral	Complete Genome	0.009394646
viral	Complete Genome	0.009395599
viral	Complete Genome	0.009396553
viral	Complete Genome	0.00939846
viral	Complete Genome	0.009400368
viral	Complete Genome	0.009401321
viral	Complete Genome	0.009402275
viral	Complete Genome	0.009402275
viral	Complete Genome	0.009404182
viral	Complete Genome	0.009404182
viral	Complete Genome	0.009405136
viral	Complete Genome	0.009408951
viral	Complete Genome	0.009409904
viral	Complete Genome	0.009410858
viral	Complete Genome	0.009411812
viral	Complete Genome	0.009413719
viral	Complete Genome	0.009413719
viral	Complete Genome	0.009417534
viral	Complete Genome	0.009418488
viral	Complete Genome	0.009418488
viral	Complete Genome	0.009420395
viral	Complete Genome	0.009421349
viral	Complete Genome	0.00942421
viral	Complete Genome	0.009426117
viral	Complete Genome	0.009427071
viral	Complete Genome	0.009431839
viral	Complete Genome	0.009431839
viral	Complete Genome	0.009433746
viral	Complete Genome	0.009436607
viral	Complete Genome	0.009439468
viral	Complete Genome	0.009441376
viral	Complete Genome	0.009443283
viral	Complete Genome	0.00944519
viral	Complete Genome	0.009449005
viral	Complete Genome	0.009451866
viral	Complete Genome	0.009451866
viral	Complete Genome	0.009454727
viral	Complete Genome	0.009456635
viral	Complete Genome	0.009456635
viral	Complete Genome	0.009458542
viral	Complete Genome	0.009461403
viral	Complete Genome	0.009461403
viral	Complete Genome	0.009462357
viral	Complete Genome	0.009462357
viral	Complete Genome	0.009464264
viral	Complete Genome	0.009468079
viral	Complete Genome	0.009469032
viral	Complete Genome	0.009469986
viral	Complete Genome	0.009469986
viral	Complete Genome	0.009474754
viral	Complete Genome	0.009476662
viral	Complete Genome	0.009476662
viral	Complete Genome	0.009478569
viral	Complete Genome	0.00948143
viral	Complete Genome	0.009485245
viral	Complete Genome	0.009486198
viral	Complete Genome	0.009488106
viral	Complete Genome	0.009490013
viral	Complete Genome	0.009492874
viral	Complete Genome	0.009494781
viral	Complete Genome	0.009494781
viral	Complete Genome	0.009494781
viral	Complete Genome	0.009494781
viral	Complete Genome	0.009495735
viral	Complete Genome	0.009495735
viral	Complete Genome	0.009503365
viral	Complete Genome	0.009507179
viral	Complete Genome	0.009507179
viral	Complete Genome	0.009510994
viral	Complete Genome	0.009511948
viral	Complete Genome	0.009516716
viral	Complete Genome	0.009518623
viral	Complete Genome	0.009518623
viral	Complete Genome	0.009519577
viral	Complete Genome	0.009522438
viral	Complete Genome	0.009523392
viral	Complete Genome	0.009533882
viral	Complete Genome	0.009534836
viral	Complete Genome	0.009534836
viral	Complete Genome	0.009541512
viral	Complete Genome	0.009541512
viral	Complete Genome	0.009542465
viral	Complete Genome	0.009542465
viral	Complete Genome	0.009543419
viral	Complete Genome	0.009545326
viral	Complete Genome	0.009547234
viral	Complete Genome	0.009549141
viral	Complete Genome	0.009549141
viral	Complete Genome	0.009553909
viral	Complete Genome	0.009553909
viral	Complete Genome	0.009554863
viral	Complete Genome	0.009557724
viral	Complete Genome	0.009559631
viral	Complete Genome	0.009561539
viral	Complete Genome	0.009562492
viral	Complete Genome	0.009563446
viral	Complete Genome	0.009565353
viral	Complete Genome	0.009566307
viral	Complete Genome	0.009569168
viral	Complete Genome	0.009570122
viral	Complete Genome	0.009570122
viral	Complete Genome	0.009573936
viral	Complete Genome	0.00957489
viral	Complete Genome	0.009577751
viral	Complete Genome	0.009580612
viral	Complete Genome	0.009583473
viral	Complete Genome	0.009584427
viral	Complete Genome	0.009587288
viral	Complete Genome	0.009588242
viral	Complete Genome	0.009591103
viral	Complete Genome	0.009592056
viral	Complete Genome	0.009592056
viral	Complete Genome	0.009592056
viral	Complete Genome	0.009593964
viral	Complete Genome	0.009593964
viral	Complete Genome	0.009597778
viral	Complete Genome	0.0096035
viral	Complete Genome	0.0096035
viral	Complete Genome	0.009608269
viral	Complete Genome	0.009613037
viral	Complete Genome	0.009613991
viral	Complete Genome	0.009615898
viral	Complete Genome	0.009616852
viral	Complete Genome	0.009622574
viral	Complete Genome	0.009623528
viral	Complete Genome	0.009625435
viral	Complete Genome	0.009627342
viral	Complete Genome	0.009630203
viral	Complete Genome	0.009632111
viral	Complete Genome	0.009633064
viral	Complete Genome	0.009634972
viral	Complete Genome	0.009638786
viral	Complete Genome	0.009643555
viral	Complete Genome	0.009644508
viral	Complete Genome	0.009649277
viral	Complete Genome	0.009649277
viral	Complete Genome	0.00965023
viral	Complete Genome	0.009654045
viral	Complete Genome	0.00965786
viral	Complete Genome	0.00965786
viral	Complete Genome	0.009659767
viral	Complete Genome	0.009659767
viral	Complete Genome	0.009661674
viral	Complete Genome	0.009663582
viral	Complete Genome	0.009671211
viral	Complete Genome	0.009672165
viral	Complete Genome	0.009675026
viral	Complete Genome	0.009677887
viral	Complete Genome	0.009678841
viral	Complete Genome	0.009685516
viral	Complete Genome	0.00968647
viral	Complete Genome	0.009690285
viral	Complete Genome	0.009690285
viral	Complete Genome	0.009691238
viral	Complete Genome	0.009693146
viral	Complete Genome	0.009697914
viral	Complete Genome	0.009705544
viral	Complete Genome	0.009707451
viral	Complete Genome	0.009708405
viral	Complete Genome	0.009710312
viral	Complete Genome	0.009710312
viral	Complete Genome	0.009718895
viral	Complete Genome	0.00972271
viral	Complete Genome	0.009723663
viral	Complete Genome	0.009726524
viral	Complete Genome	0.009728432
viral	Complete Genome	0.0097332
viral	Complete Genome	0.009738922
viral	Complete Genome	0.009740829
viral	Complete Genome	0.009741783
viral	Complete Genome	0.009742737
viral	Complete Genome	0.009747505
viral	Complete Genome	0.009758949
viral	Complete Genome	0.009758949
viral	Complete Genome	0.009760857
viral	Complete Genome	0.009760857
viral	Complete Genome	0.009765625
viral	Complete Genome	0.009766579
viral	Complete Genome	0.009770393
viral	Complete Genome	0.009773254
viral	Complete Genome	0.009778023
viral	Complete Genome	0.009781837
viral	Complete Genome	0.009781837
viral	Complete Genome	0.009783745
viral	Complete Genome	0.009790421
viral	Complete Genome	0.009793282
viral	Complete Genome	0.009796143
viral	Complete Genome	0.009796143
viral	Complete Genome	0.009797096
viral	Complete Genome	0.00979805
viral	Complete Genome	0.009799004
viral	Complete Genome	0.009800911
viral	Complete Genome	0.009801865
viral	Complete Genome	0.009802818
viral	Complete Genome	0.009805679
viral	Complete Genome	0.009806633
viral	Complete Genome	0.009807587
viral	Complete Genome	0.009807587
viral	Complete Genome	0.009810448
viral	Complete Genome	0.009812355
viral	Complete Genome	0.009819984
viral	Complete Genome	0.009821892
viral	Complete Genome	0.009823799
viral	Complete Genome	0.009827614
viral	Complete Genome	0.009827614
viral	Complete Genome	0.009828568
viral	Complete Genome	0.009828568
viral	Complete Genome	0.009831429
viral	Complete Genome	0.009832382
viral	Complete Genome	0.009839058
viral	Complete Genome	0.009847641
viral	Complete Genome	0.009851456
viral	Complete Genome	0.009853363
viral	Complete Genome	0.009856224
viral	Complete Genome	0.009857178
viral	Complete Genome	0.009857178
viral	Complete Genome	0.009858131
viral	Complete Genome	0.009859085
viral	Complete Genome	0.009860039
viral	Complete Genome	0.009866714
viral	Complete Genome	0.009866714
viral	Complete Genome	0.009871483
viral	Complete Genome	0.009872437
viral	Complete Genome	0.009872437
viral	Complete Genome	0.009872437
viral	Complete Genome	0.009879112
viral	Complete Genome	0.009884834
viral	Complete Genome	0.009886742
viral	Complete Genome	0.009886742
viral	Complete Genome	0.009887695
viral	Complete Genome	0.009890556
viral	Complete Genome	0.00989151
viral	Complete Genome	0.009892464
viral	Complete Genome	0.009894371
viral	Complete Genome	0.009898186
viral	Complete Genome	0.009902954
viral	Complete Genome	0.009904861
viral	Complete Genome	0.009904861
viral	Complete Genome	0.009907722
viral	Complete Genome	0.009908676
viral	Complete Genome	0.009911537
viral	Complete Genome	0.009911537
viral	Complete Genome	0.009913445
viral	Complete Genome	0.009913445
viral	Complete Genome	0.009916306
viral	Complete Genome	0.009923935
viral	Complete Genome	0.009928703
viral	Complete Genome	0.009931564
viral	Complete Genome	0.009934425
viral	Complete Genome	0.009937286
viral	Complete Genome	0.009937286
viral	Complete Genome	0.00993824
viral	Complete Genome	0.00993824
viral	Complete Genome	0.009940147
viral	Complete Genome	0.009940147
viral	Complete Genome	0.009942055
viral	Complete Genome	0.009943962
viral	Complete Genome	0.009946823
viral	Complete Genome	0.009949684
viral	Complete Genome	0.009949684
viral	Complete Genome	0.009950638
viral	Complete Genome	0.009960175
viral	Complete Genome	0.009962082
viral	Complete Genome	0.009964943
viral	Complete Genome	0.009965897
viral	Complete Genome	0.009965897
viral	Complete Genome	0.00996685
viral	Complete Genome	0.00996685
viral	Complete Genome	0.009967804
viral	Complete Genome	0.009969711
viral	Complete Genome	0.009972572
viral	Complete Genome	0.00997448
viral	Complete Genome	0.009988785
viral	Complete Genome	0.009990692
viral	Complete Genome	0.009993553
viral	Complete Genome	0.009996414
viral	Complete Genome	0.010004997
viral	Complete Genome	0.010007858
viral	Complete Genome	0.010010719
viral	Complete Genome	0.010012627
viral	Complete Genome	0.010014534
viral	Complete Genome	0.010016441
viral	Complete Genome	0.010019302
viral	Complete Genome	0.010020256
viral	Complete Genome	0.01002121
viral	Complete Genome	0.01002121
viral	Complete Genome	0.010022163
viral	Complete Genome	0.010030746
viral	Complete Genome	0.010032654
viral	Complete Genome	0.01003933
viral	Complete Genome	0.010048866
viral	Complete Genome	0.01004982
viral	Complete Genome	0.010050774
viral	Complete Genome	0.010053635
viral	Complete Genome	0.010059357
viral	Complete Genome	0.010061264
viral	Complete Genome	0.010061264
viral	Complete Genome	0.010061264
viral	Complete Genome	0.010062218
viral	Complete Genome	0.010066986
viral	Complete Genome	0.010068893
viral	Complete Genome	0.010072708
viral	Complete Genome	0.010075569
viral	Complete Genome	0.010075569
viral	Complete Genome	0.010076523
viral	Complete Genome	0.010081291
viral	Complete Genome	0.010083199
viral	Complete Genome	0.010087967
viral	Complete Genome	0.010089874
viral	Complete Genome	0.010095596
viral	Complete Genome	0.01009655
viral	Complete Genome	0.010099411
viral	Complete Genome	0.010101318
viral	Complete Genome	0.010102272
viral	Complete Genome	0.010102272
viral	Complete Genome	0.010104179
viral	Complete Genome	0.010110855
viral	Complete Genome	0.010120392
viral	Complete Genome	0.010123253
viral	Complete Genome	0.010123253
viral	Complete Genome	0.010128975
viral	Complete Genome	0.010130882
viral	Complete Genome	0.010131836
viral	Complete Genome	0.010131836
viral	Complete Genome	0.010135651
viral	Complete Genome	0.010138512
viral	Complete Genome	0.010139465
viral	Complete Genome	0.01014328
viral	Complete Genome	0.01014328
viral	Complete Genome	0.010146141
viral	Complete Genome	0.010149002
viral	Complete Genome	0.010151863
viral	Complete Genome	0.010156631
viral	Complete Genome	0.010158539
viral	Complete Genome	0.010167122
viral	Complete Genome	0.010169029
viral	Complete Genome	0.010169029
viral	Complete Genome	0.010178566
viral	Complete Genome	0.010180473
viral	Complete Genome	0.010180473
viral	Complete Genome	0.010184288
viral	Complete Genome	0.010192871
viral	Complete Genome	0.010194778
viral	Complete Genome	0.010195732
viral	Complete Genome	0.010199547
viral	Complete Genome	0.010202408
viral	Complete Genome	0.010207176
viral	Complete Genome	0.010214806
viral	Complete Genome	0.010216713
viral	Complete Genome	0.01021862
viral	Complete Genome	0.010221481
viral	Complete Genome	0.010223389
viral	Complete Genome	0.01022625
viral	Complete Genome	0.010235786
viral	Complete Genome	0.01023674
viral	Complete Genome	0.010238647
viral	Complete Genome	0.010243416
viral	Complete Genome	0.01024437
viral	Complete Genome	0.010250092
viral	Complete Genome	0.010251045
viral	Complete Genome	0.010252953
viral	Complete Genome	0.01025486
viral	Complete Genome	0.010255814
viral	Complete Genome	0.010256767
viral	Complete Genome	0.010259628
viral	Complete Genome	0.010263443
viral	Complete Genome	0.010263443
viral	Complete Genome	0.010269165
viral	Complete Genome	0.010270119
viral	Complete Genome	0.010270119
viral	Complete Genome	0.010277748
viral	Complete Genome	0.010281563
viral	Complete Genome	0.010281563
viral	Complete Genome	0.010286331
viral	Complete Genome	0.010289192
viral	Complete Genome	0.010293007
viral	Complete Genome	0.010293961
viral	Complete Genome	0.010296822
viral	Complete Genome	0.010299683
viral	Complete Genome	0.010300636
viral	Complete Genome	0.010304451
viral	Complete Genome	0.010308266
viral	Complete Genome	0.010316849
viral	Complete Genome	0.010317802
viral	Complete Genome	0.010320663
viral	Complete Genome	0.010321617
viral	Complete Genome	0.010323524
viral	Complete Genome	0.010324478
viral	Complete Genome	0.010327339
viral	Complete Genome	0.0103302
viral	Complete Genome	0.0103302
viral	Complete Genome	0.010346413
viral	Complete Genome	0.010359764
viral	Complete Genome	0.010360718
viral	Complete Genome	0.010361671
viral	Complete Genome	0.010368347
viral	Complete Genome	0.010371208
viral	Complete Genome	0.010371208
viral	Complete Genome	0.010372162
viral	Complete Genome	0.010372162
viral	Complete Genome	0.010373116
viral	Complete Genome	0.010374069
viral	Complete Genome	0.010380745
viral	Complete Genome	0.010381699
viral	Complete Genome	0.010381699
viral	Complete Genome	0.010382652
viral	Complete Genome	0.01038456
viral	Complete Genome	0.010385513
viral	Complete Genome	0.010387421
viral	Complete Genome	0.010390282
viral	Complete Genome	0.010398865
viral	Complete Genome	0.010399818
viral	Complete Genome	0.010407448
viral	Complete Genome	0.010407448
viral	Complete Genome	0.010410309
viral	Complete Genome	0.010412216
viral	Complete Genome	0.010415077
viral	Complete Genome	0.010415077
viral	Complete Genome	0.010418892
viral	Complete Genome	0.010424614
viral	Complete Genome	0.010425568
viral	Complete Genome	0.010426521
viral	Complete Genome	0.010428429
viral	Complete Genome	0.010429382
viral	Complete Genome	0.010429382
viral	Complete Genome	0.01043129
viral	Complete Genome	0.010435104
viral	Complete Genome	0.010436058
viral	Complete Genome	0.010436058
viral	Complete Genome	0.010439873
viral	Complete Genome	0.010448456
viral	Complete Genome	0.010449409
viral	Complete Genome	0.010449409
viral	Complete Genome	0.010449409
viral	Complete Genome	0.010453224
viral	Complete Genome	0.010457993
viral	Complete Genome	0.010458946
viral	Complete Genome	0.0104599
viral	Complete Genome	0.010462761
viral	Complete Genome	0.010465622
viral	Complete Genome	0.010469437
viral	Complete Genome	0.010475159
viral	Complete Genome	0.010478973
viral	Complete Genome	0.010479927
viral	Complete Genome	0.010480881
viral	Complete Genome	0.010483742
viral	Complete Genome	0.010485649
viral	Complete Genome	0.01048851
viral	Complete Genome	0.010489464
viral	Complete Genome	0.010489464
viral	Complete Genome	0.010490417
viral	Complete Genome	0.010493279
viral	Complete Genome	0.010495186
viral	Complete Genome	0.010501862
viral	Complete Genome	0.010504723
viral	Complete Genome	0.010504723
viral	Complete Genome	0.010505676
viral	Complete Genome	0.010508537
viral	Complete Genome	0.010511398
viral	Complete Genome	0.010514259
viral	Complete Genome	0.010515213
viral	Complete Genome	0.010519981
viral	Complete Genome	0.010525703
viral	Complete Genome	0.010531425
viral	Complete Genome	0.010531425
viral	Complete Genome	0.010536194
viral	Complete Genome	0.010537148
viral	Complete Genome	0.010537148
viral	Complete Genome	0.010540009
viral	Complete Genome	0.010540962
viral	Complete Genome	0.010547638
viral	Complete Genome	0.010548592
viral	Complete Genome	0.010552406
viral	Complete Genome	0.010552406
viral	Complete Genome	0.01055336
viral	Complete Genome	0.010554314
viral	Complete Genome	0.010558128
viral	Complete Genome	0.010566711
viral	Complete Genome	0.010567665
viral	Complete Genome	0.010567665
viral	Complete Genome	0.010570526
viral	Complete Genome	0.010576248
viral	Complete Genome	0.010578156
viral	Complete Genome	0.010579109
viral	Complete Genome	0.010580063
viral	Complete Genome	0.010583878
viral	Complete Genome	0.010586739
viral	Complete Genome	0.010595322
viral	Complete Genome	0.010596275
viral	Complete Genome	0.010607719
viral	Complete Genome	0.010609627
viral	Complete Genome	0.010609627
viral	Complete Genome	0.01061058
viral	Complete Genome	0.010611534
viral	Complete Genome	0.010619164
viral	Complete Genome	0.010620117
viral	Complete Genome	0.010622025
viral	Complete Genome	0.010624886
viral	Complete Genome	0.010626793
viral	Complete Genome	0.0106287
viral	Complete Genome	0.010630608
viral	Complete Genome	0.010630608
viral	Complete Genome	0.010638237
viral	Complete Genome	0.010639191
viral	Complete Genome	0.010642052
viral	Complete Genome	0.010643959
viral	Complete Genome	0.010647774
